id,date_listed,project_id,project_name,builder,builder_tier,rera_id,locality,region,tier,lat,lon,property_type,bedrooms,carpet_area_sqft,built_up_area_sqft,carpet_area_m2,floor,total_floors,facing,launch_year,possession_year,total_project_units,possession_status,metro_station,metro_line,metro_distance_min,to_bkc_km,price_inr,price_per_sqft_carpet_inr,price_usd,home_loan_rate_at_listing,listing_year,listing_month
U011294,2022-06-05,UC0008,JP Infra Palazzo,JP Infra,tier2,P51918615,Andheri East,Western,mid,19.13056,72.85751,3BHK,3,823,1060,76.4,10,15,north-east,2021,2027,100,under_construction,Western Express Highway,Line 1,20,6.86,22745000,27649,272944,7.1,2022,6
U011295,2024-01-22,UC0087,Ekta World The Park,Ekta World,tier2,P51940292,Kandivali West,Western,mid,19.20997,72.81797,1BHK,1,475,584,44.2,21,25,west,2024,2027,800,ready_to_move,Azad Nagar,Line 1,112,16.5,9849000,20719,118193,9.2,2024,1
U011296,2022-07-04,UC0064,Lodha Imperia,Lodha,tier1,P51721401,Cuffe Parade,South Mumbai,luxury,18.90911,72.83469,4BHK,4,1577,1951,146.5,21,35,south,2024,2025,800,ready_within_6m,Hutatma Chowk,Line 3,31,18.27,154523000,97976,1854271,8.6,2022,7
U011297,2025-02-13,UC0202,Sheth Creators Heights,Sheth Creators,tier2,,Byculla,South Mumbai,premium,18.97734,72.84586,2BHK,2,661,803,61.4,3,15,north-east,2022,2028,100,under_construction,Vidhan Bhavan,Line 3,82,10.61,31770000,48039,381241,8.95,2025,2
U011298,2022-06-05,UC0081,Piramal Realty Park Avenue,Piramal Realty,tier2,P51719100,Nerul,Navi Mumbai,mid,19.03427,73.00932,5BHK_penthouse,5,2666,3348,247.7,19,25,east,2022,2026,400,ready_within_6m,Wadala Harbour,Harbour,187,15.17,43035000,16143,516425,7.1,2022,6
U011299,2025-10-21,UC0144,Marathon Greens,Marathon,tier2,P51916871,Ghansoli,Navi Mumbai,mid,19.11912,72.99478,2BHK,2,694,857,64.5,14,25,south-west,2023,2028,800,under_construction,Mogra,Line 7,184,14.2,9497000,13678,113968,8.7,2025,10
U011300,2025-10-14,UC0017,Ekta World Royale,Ekta World,tier2,P51877851,Sion,Central,premium,19.04235,72.86951,5BHK_penthouse,5,2132,2700,198.0,16,25,south,2023,2026,400,under_construction,Dadar CR,Central Rail,49,3.08,80790000,37898,969476,8.7,2025,10
U011301,2024-12-11,UC0172,Godrej Properties Imperia,Godrej Properties,tier1,P51942896,Matunga,Central,premium,19.02326,72.8406,3BHK,3,782,991,72.7,7,35,north,2022,2025,400,under_construction,Dadar CR,Central Rail,10,6.05,36165000,46229,433983,9.2,2024,12
U011302,2021-07-28,UC0191,Rustomjee Towers,Rustomjee,tier1,P51769030,Sewri,South Mumbai,premium,19.0008,72.85378,2BHK,2,678,814,63.0,4,35,north-west,2024,2026,800,ready_within_6m,Akurli,Line 7,283,7.88,22267000,32831,267202,6.7,2021,7
U011303,2025-07-17,UC0211,Marathon Avalon,Marathon,tier2,P51726584,Manpada,Thane,mid,19.23506,72.98081,1BHK,1,565,732,52.5,6,35,west,2025,2025,400,under_construction,SEEPZ,Line 3,203,21.73,7816000,13845,93798,8.7,2025,7
U011304,2025-10-11,UC0068,Oberoi Realty Residences,Oberoi Realty,tier1,P51831546,Tardeo,South Mumbai,luxury,18.97048,72.78795,3BHK,3,923,1171,85.7,17,50,north-west,2021,2027,1200,ready_to_move,BKC Metro,Line 3,168,14.03,72878000,78987,874538,8.7,2025,10
U011305,2025-10-29,UC0090,Oberoi Realty Garden,Oberoi Realty,tier1,P51976624,Prabhadevi,South Mumbai,luxury,19.01459,72.82389,2BHK,2,504,618,46.9,15,15,north,2023,2027,1200,ready_to_move,Airport Road,Line 1,134,7.84,43125000,85485,517498,8.7,2025,10
U011306,2023-03-09,UC0068,Oberoi Realty Residences,Oberoi Realty,tier1,P51831546,Tardeo,South Mumbai,luxury,18.97048,72.78795,1BHK,1,374,468,34.7,3,15,south,2021,2027,1200,under_construction,Mumbai Central WR,Western Rail,47,14.03,22397000,59881,268759,9.2,2023,3
U011307,2025-06-05,UC0175,Ajmera Vista,Ajmera,tier2,P51758950,Parel,South Mumbai,premium,18.9956,72.85003,2BHK,2,780,985,72.5,23,25,south-west,2023,2027,1200,under_construction,Dadar CR,Central Rail,36,8.53,46219000,59260,554627,8.95,2025,6
U011308,2024-05-10,UC0107,Dosti Realty Crest,Dosti Realty,tier2,P51898344,Dadar East,Central,premium,19.02494,72.85245,2BHK,2,635,784,59.0,2,25,north,2023,2028,1200,under_construction,Dharavi,Line 3,22,5.34,22861000,36000,274334,9.2,2024,5
U011309,2023-10-14,UC0102,Hiranandani Crown,Hiranandani,tier1,P51879531,Wadala,South Mumbai,premium,19.01452,72.85737,4BHK,4,1469,1885,136.5,36,50,east,2021,2027,200,ready_within_6m,Borivali East,Line 2A,289,6.31,74214000,50510,890567,9.2,2023,10
U011310,2025-05-08,UC0003,Ajmera Vista,Ajmera,tier2,P51876349,Borivali East,Western,mid,19.24876,72.85175,4BHK,4,1144,1456,106.3,36,50,north-east,2023,2026,200,ready_within_6m,Borivali WR,Western Rail,27,19.97,23293000,20362,279514,8.95,2025,5
U011311,2022-07-14,UC0234,Oberoi Realty Royale,Oberoi Realty,tier1,P51820916,Bandra East,Western,premium,19.06549,72.84794,2BHK,2,652,816,60.6,1,15,north-west,2022,2024,100,ready_to_move,Dadar CR,Central Rail,63,2.37,28727000,44057,344725,8.6,2022,7
U011312,2021-11-22,UC0011,Oberoi Realty Park Avenue,Oberoi Realty,tier1,P51959900,Malad West,Western,mid,19.18543,72.85509,2BHK,2,538,663,50.0,10,15,north-east,2023,2026,1200,ready_to_move,Borivali WR,Western Rail,66,12.93,13336000,24775,160026,6.7,2021,11
U011313,2024-04-04,UC0002,JP Infra Towers,JP Infra,tier2,P51809393,Dombivli,Thane,affordable,19.21055,73.07207,2BHK,2,772,989,71.7,16,35,north-east,2023,2026,100,under_construction,Andheri WR,Western Rail,315,26.36,6968000,9027,83611,9.2,2024,4
U011314,2026-02-02,UC0112,Piramal Realty Garden,Piramal Realty,tier2,,Andheri West,Western,premium,19.14634,72.82158,1BHK,1,369,449,34.3,21,25,south,2025,2027,1200,under_construction,Gundavali,Line 7,56,9.9,17055000,46242,204665,8.7,2026,2
U011315,2024-12-23,UC0178,Lodha Residences,Lodha,tier1,P51873680,Thane East,Thane,affordable,19.17834,72.96463,3BHK,3,1060,1370,98.4,6,35,south-east,2024,2028,400,ready_within_6m,Rashtriya Udyan,Line 2A,154,15.62,12843000,12120,154119,9.2,2024,12
U011316,2023-12-20,UC0202,Sheth Creators Heights,Sheth Creators,tier2,,Byculla,South Mumbai,premium,18.97734,72.84586,2BHK,2,489,602,45.4,34,35,east,2022,2028,100,under_construction,Mumbai Central WR,Western Rail,40,10.61,22852000,46743,274219,9.2,2023,12
U011317,2023-05-17,UC0126,Hiranandani Estate,Hiranandani,tier1,P51986981,Powai,Central,premium,19.11915,72.89114,2BHK,2,578,717,53.7,17,35,south-west,2022,2028,400,ready_to_move,BKC Metro,Line 3,77,5.9,18832000,32576,225983,9.2,2023,5
U011318,2025-07-26,UC0057,Mahindra Lifespaces Park Avenue,Mahindra Lifespaces,tier1,P51952262,Dadar East,Central,premium,19.01986,72.85105,3BHK,3,1167,1451,108.5,14,15,east,2023,2027,200,ready_within_6m,Siddhivinayak,Line 3,31,5.92,51651000,44244,619818,8.7,2025,7
U011319,2026-03-13,UC0152,Ajmera Imperia,Ajmera,tier2,P51924059,Bandra East,Western,premium,19.06686,72.83125,2BHK,2,471,570,43.7,46,50,west,2024,2027,400,ready_within_6m,Santacruz Metro,Line 3,22,4.09,25891000,55021,310698,8.7,2026,3
U011320,2024-09-27,UC0235,Ekta World Garden,Ekta World,tier2,P51930623,Walkeshwar,South Mumbai,luxury,18.95531,72.79082,4BHK,4,1559,1985,144.9,12,35,east,2024,2027,400,ready_to_move,CSMT Harbour,Harbour,67,15.23,185951000,119254,2231410,9.2,2024,9
U011321,2025-10-06,UC0213,Oberoi Realty Heights,Oberoi Realty,tier1,P51896423,Prabhadevi,South Mumbai,luxury,19.01204,72.81491,2BHK,2,574,709,53.3,14,25,north-east,2025,2026,200,ready_within_6m,Dadar CR,Central Rail,38,8.66,47310000,82399,567717,8.7,2025,10
U011322,2022-09-27,UC0045,Oberoi Realty Garden,Oberoi Realty,tier1,P51740137,Matunga,Central,premium,19.0263,72.86185,2BHK,2,713,895,66.3,19,35,north-west,2024,2024,800,under_construction,Shitaladevi,Line 3,31,4.93,25551000,35824,306610,8.6,2022,9
U011323,2024-11-30,UC0154,Lodha Heights,Lodha,tier1,P51910876,Bhandup,Central,mid,19.16235,72.96714,2BHK,2,875,1119,81.3,15,15,north-east,2025,2027,800,under_construction,Thane CR,Central Rail,48,14.48,20957000,23943,251487,9.2,2024,11
U011324,2021-02-28,UC0221,Godrej Properties Heights,Godrej Properties,tier1,P51980276,Prabhadevi,South Mumbai,luxury,19.02815,72.82024,4BHK,4,1453,1769,135.0,2,15,north-west,2021,2026,200,ready_to_move,Worli Metro,Line 3,31,7.0,78124000,53772,937490,6.7,2021,2
U011325,2023-12-23,UC0150,Runwal Estate,Runwal,tier2,P51894274,Bandra West,Western,luxury,19.05551,72.81122,2BHK,2,654,834,60.8,2,25,south-east,2025,2026,400,under_construction,Bandra WR,Western Rail,43,6.38,42152000,64458,505829,9.2,2023,12
U011326,2023-03-07,UC0151,Piramal Realty The Park,Piramal Realty,tier2,,Borivali East,Western,mid,19.22465,72.85673,3BHK,3,1088,1393,101.0,22,50,south-west,2023,2027,200,under_construction,Ovaripada,Line 7,3,17.25,18271000,16801,219258,9.2,2023,3
U011327,2022-12-11,UC0073,Lodha Estate,Lodha,tier1,P51854658,Mulund East,Central,mid,19.16415,72.95587,2BHK,2,609,761,56.6,17,25,north,2024,2027,400,under_construction,Ovaripada,Line 7,149,13.82,14691000,24135,176290,8.6,2022,12
U011328,2024-10-20,UC0068,Oberoi Realty Residences,Oberoi Realty,tier1,P51831546,Tardeo,South Mumbai,luxury,18.97048,72.78795,2BHK,2,713,904,66.2,15,35,south-east,2021,2027,1200,ready_within_6m,Mahalaxmi Metro,Line 3,49,14.03,56573000,79373,678871,9.2,2024,10
U011329,2022-02-16,UC0130,Nirmal Lifestyle Garden,Nirmal Lifestyle,tier2,P51709746,Ambernath,Thane,affordable,19.18506,73.19597,2BHK,2,784,983,72.9,24,25,west,2023,2027,100,under_construction,Kharghar TH,Trans-Harbour,245,36.56,5541000,7064,66488,7.1,2022,2
U011330,2026-04-10,UC0120,JP Infra Residences,JP Infra,tier2,P51909097,Ghodbunder Road,Thane,mid,19.25334,72.95156,4BHK,4,1198,1460,111.3,27,35,west,2024,2025,1200,under_construction,Borivali WR,Western Rail,126,22.11,19869000,16578,238424,8.7,2026,4
U011331,2024-07-05,UC0110,Nirmal Lifestyle Park Avenue,Nirmal Lifestyle,tier2,P51912265,Malad West,Western,mid,19.18688,72.85727,3BHK,3,939,1145,87.2,4,25,east,2025,2025,800,ready_to_move,Akurli,Line 7,32,13.07,24922000,26552,299068,9.2,2024,7
U011332,2023-10-19,UC0120,JP Infra Residences,JP Infra,tier2,P51909097,Ghodbunder Road,Thane,mid,19.25334,72.95156,3BHK,3,936,1156,87.0,14,25,north-east,2024,2025,1200,ready_within_6m,Marol Naka,Line 1,215,22.11,11452000,12233,137419,9.2,2023,10
U011333,2024-11-08,UC0038,Piramal Realty Greens,Piramal Realty,tier2,P51749930,Andheri West,Western,premium,19.1365,72.83243,2BHK,2,760,977,70.6,26,35,west,2024,2024,200,ready_to_move,Azad Nagar,Line 1,8,8.38,34095000,44867,409145,9.2,2024,11
U011334,2025-09-10,UC0152,Ajmera Imperia,Ajmera,tier2,P51924059,Bandra East,Western,premium,19.06686,72.83125,3BHK,3,970,1259,90.1,5,25,north-west,2024,2027,400,under_construction,Western Express Highway,Line 1,78,4.09,41189000,42480,494272,8.7,2025,9
U011335,2022-10-03,UC0211,Marathon Avalon,Marathon,tier2,P51726584,Manpada,Thane,mid,19.23506,72.98081,2BHK,2,756,968,70.3,6,25,east,2025,2025,400,under_construction,Lower Oshiwara,Line 2A,201,21.73,8618000,11393,103415,8.6,2022,10
U011336,2025-07-11,UC0169,Lodha Vista,Lodha,tier1,P51996339,Colaba,South Mumbai,luxury,18.91298,72.80632,1BHK,1,312,375,29.0,23,35,north-west,2022,2025,100,ready_to_move,Cuffe Parade,Line 3,27,18.7,25997000,83338,311969,8.7,2025,7
U011337,2023-02-09,UC0145,Wadhwa Horizon,Wadhwa,tier2,P51927668,Powai,Central,premium,19.11777,72.89858,3BHK,3,959,1196,89.1,13,50,north,2024,2027,200,under_construction,Asalpha,Line 1,27,6.1,33607000,35048,403285,9.2,2023,2
U011338,2023-07-25,UC0042,Marathon Heights,Marathon,tier2,P51704511,Kopar Khairane,Navi Mumbai,mid,19.09921,72.99916,2BHK,2,608,777,56.5,29,35,east,2025,2026,1200,ready_to_move,Worli Metro,Line 3,259,13.96,9078000,14933,108940,9.2,2023,7
U011339,2022-04-25,UC0035,Piramal Realty Symphony,Piramal Realty,tier2,P51908919,Nala Sopara,Far Western,affordable,19.42074,72.81684,2BHK,2,620,762,57.6,6,15,south-west,2021,2028,400,ready_within_6m,Poisar,Line 7,303,39.4,3132000,5049,37587,7.1,2022,4
U011340,2021-10-05,UC0241,DLF Celeste,DLF,tier1,P51711921,Borivali East,Western,mid,19.23376,72.85462,2BHK,2,551,680,51.2,20,50,south-west,2023,2025,800,under_construction,Borivali East,Line 2A,12,18.28,9421000,17106,113054,6.7,2021,10
U011341,2025-06-10,UC0154,Lodha Heights,Lodha,tier1,P51910876,Bhandup,Central,mid,19.16235,72.96714,1BHK,1,413,528,38.3,20,35,south-west,2025,2027,800,under_construction,Chakala,Line 1,143,14.48,9458000,22924,113493,8.95,2025,6
U011342,2023-01-11,UC0153,Godrej Properties Pinnacle,Godrej Properties,tier1,,Badlapur,Thane,affordable,19.17083,73.23526,2BHK,2,655,834,60.8,16,35,west,2025,2028,100,under_construction,Ovaripada,Line 7,482,39.98,4786000,7312,57437,9.2,2023,1
U011343,2024-12-14,UC0250,Kalpataru Royale,Kalpataru,tier1,P51998658,Vile Parle West,Western,premium,19.10398,72.84661,3BHK,3,960,1232,89.2,33,35,east,2024,2028,400,ready_to_move,Marol Naka Metro,Line 3,47,4.51,57869000,60269,694427,9.2,2024,12
U011344,2022-02-14,UC0066,JP Infra Oasis,JP Infra,tier2,P51852015,Sewri,South Mumbai,premium,19.00052,72.85291,2BHK,2,672,841,62.4,25,25,east,2021,2027,400,under_construction,Dadar Metro,Line 3,34,7.93,25539000,38013,306472,7.1,2022,2
U011345,2024-08-23,UC0091,Lodha Greens,Lodha,tier1,P51920672,Vile Parle East,Western,premium,19.097,72.86003,1BHK,1,431,559,40.0,11,15,south-west,2023,2026,100,ready_within_6m,Belapur TH,Trans-Harbour,250,3.18,16494000,38301,197931,9.2,2024,8
U011346,2025-08-11,UC0173,Godrej Properties Oasis,Godrej Properties,tier1,P51844724,Powai,Central,premium,19.11356,72.92204,2BHK,2,622,796,57.8,4,15,north-west,2022,2027,400,under_construction,Western Express Highway,Line 1,85,7.3,23235000,37332,278820,8.7,2025,8
U011347,2024-03-06,UC0058,Runwal The Park,Runwal,tier2,P51915415,Taloja,Navi Mumbai,affordable,19.0736,73.11334,3BHK,3,816,1050,75.8,15,35,west,2023,2025,200,under_construction,Ghatkopar,Line 1,262,25.58,7089000,8687,85069,9.2,2024,3
U011348,2025-11-25,UC0059,Kanakia Pinnacle,Kanakia,tier2,P51937011,Nariman Point,South Mumbai,luxury,18.92787,72.81686,2BHK,2,798,957,74.1,16,25,north-west,2025,2024,200,under_construction,Hutatma Chowk,Line 3,25,16.76,65279000,81834,783347,8.7,2025,11
U011349,2024-09-15,UC0029,Nirmal Lifestyle Heights,Nirmal Lifestyle,tier2,P51840176,Bandra East,Western,premium,19.05809,72.8487,4BHK,4,1469,1908,136.5,10,25,west,2022,2025,1200,under_construction,Bandra WR,Western Rail,13,2.6,76066000,51777,912789,9.2,2024,9
U011350,2024-11-17,UC0250,Kalpataru Royale,Kalpataru,tier1,P51998658,Vile Parle West,Western,premium,19.10398,72.84661,3BHK,3,963,1191,89.5,10,15,north-east,2024,2028,400,under_construction,Gundavali,Line 7,33,4.51,55978000,58100,671735,9.2,2024,11
U011351,2021-07-06,UC0113,Sheth Creators Meadows,Sheth Creators,tier2,P51846290,Prabhadevi,South Mumbai,luxury,19.02335,72.82767,2BHK,2,621,763,57.7,11,25,north-east,2025,2027,400,under_construction,Shitaladevi,Line 3,23,6.83,37915000,61067,454979,6.7,2021,7
U011352,2025-01-09,UC0137,Nirmal Lifestyle Heights,Nirmal Lifestyle,tier2,P51769267,Dadar East,Central,premium,19.02138,72.83482,1BHK,1,507,635,47.1,19,50,west,2024,2028,200,under_construction,Dadar CR,Central Rail,10,6.55,19798000,39035,237578,8.95,2025,1
U011353,2022-10-29,UC0073,Lodha Estate,Lodha,tier1,P51854658,Mulund East,Central,mid,19.16415,72.95587,2BHK,2,674,839,62.6,9,35,south-east,2024,2027,400,under_construction,Aarey,Line 7,99,13.82,12298000,18242,147581,8.6,2022,10
U011354,2025-08-15,UC0006,Kalpataru Royale,Kalpataru,tier1,P51762508,Sion,Central,premium,19.04937,72.87147,5BHK_penthouse,5,2413,3051,224.2,1,35,north-west,2023,2028,800,ready_within_6m,Sahar Road,Line 3,73,2.3,83409000,34561,1000910,8.7,2025,8
U011355,2023-05-10,UC0146,JP Infra Crown,JP Infra,tier2,P51722748,Byculla,South Mumbai,premium,18.97814,72.83912,3BHK,3,1041,1346,96.7,6,15,south,2024,2027,400,ready_within_6m,Hutatma Chowk,Line 3,64,10.72,46710000,44885,560518,9.2,2023,5
U011356,2025-03-10,UC0130,Nirmal Lifestyle Garden,Nirmal Lifestyle,tier2,P51709746,Ambernath,Thane,affordable,19.18506,73.19597,2BHK,2,627,762,58.3,4,15,north-west,2023,2027,100,under_construction,Kalyan CR,Central Rail,114,36.56,5033000,8023,60397,8.95,2025,3
U011357,2026-01-02,UC0049,Kalpataru Horizon,Kalpataru,tier1,P51735725,Mulund West,Central,mid,19.1786,72.95241,2BHK,2,545,688,50.6,18,35,north-west,2025,2026,100,ready_to_move,Poisar,Line 7,127,14.86,15040000,27619,180480,8.7,2026,1
U011358,2024-10-12,UC0013,DLF Garden,DLF,tier1,P51741764,Nala Sopara,Far Western,affordable,19.41735,72.80361,2BHK,2,684,866,63.6,21,35,north-east,2024,2026,800,ready_within_6m,Andheri WR,Western Rail,404,39.25,5252000,7674,63026,9.2,2024,10
U011359,2022-01-07,UC0012,Mahindra Lifespaces Pinnacle,Mahindra Lifespaces,tier1,P51801308,Belapur,Navi Mumbai,mid,19.0194,73.02082,4BHK,4,1246,1505,115.7,5,25,south-west,2022,2025,100,under_construction,Belapur TH,Trans-Harbour,25,16.82,17762000,14261,213144,7.1,2022,1
U011360,2022-01-04,UC0007,Tata Housing Pinnacle,Tata Housing,tier1,P51794917,Breach Candy,South Mumbai,luxury,18.96675,72.80474,4BHK,4,1477,1772,137.2,22,35,north,2023,2024,400,ready_to_move,Grant Road Metro,Line 3,18,13.37,139769000,94647,1677227,7.1,2022,1
U011361,2023-06-16,UC0010,Marathon Celeste,Marathon,tier2,,Kalwa,Thane,affordable,19.19983,72.98587,5BHK_penthouse,5,2421,3082,224.9,1,35,north,2021,2026,200,under_construction,Thane CR,Central Rail,16,18.88,24627000,10171,295521,9.2,2023,6
U011362,2025-05-03,UC0063,Godrej Properties Avalon,Godrej Properties,tier1,P51782560,Parel,South Mumbai,premium,19.00002,72.82652,3BHK,3,930,1149,86.4,6,15,north-west,2024,2028,100,ready_to_move,Siddhivinayak,Line 3,21,9.02,56848000,61134,682175,8.95,2025,5
U011363,2021-10-05,UC0109,JP Infra Meadows,JP Infra,tier2,P51944823,Breach Candy,South Mumbai,luxury,18.97718,72.81963,3BHK,3,922,1112,85.7,7,25,south-east,2024,2027,200,ready_to_move,Mumbai Central Metro,Line 3,9,11.6,83904000,90990,1006845,6.7,2021,10
U011364,2022-08-09,UC0148,Dosti Realty Estate,Dosti Realty,tier2,P51763378,Belapur,Navi Mumbai,mid,19.0136,73.04258,3BHK,3,969,1235,90.1,36,50,east,2023,2025,200,ready_to_move,Kharghar TH,Trans-Harbour,57,19.19,17335000,17881,208021,8.6,2022,8
U011365,2022-11-18,UC0134,Kalpataru Vista,Kalpataru,tier1,P51966152,Lokhandwala,Western,premium,19.14872,72.80867,3BHK,3,905,1131,84.0,11,25,east,2025,2028,200,under_construction,Worli Metro,Line 3,188,10.87,31545000,34872,378543,8.6,2022,11
U011366,2022-04-19,UC0032,DLF Imperia,DLF,tier1,P51703641,Mulund West,Central,mid,19.16809,72.9346,3BHK,3,1085,1400,100.8,24,35,north-west,2025,2027,400,under_construction,Sahar Road,Line 3,127,12.85,24916000,22966,298990,7.1,2022,4
U011367,2021-12-29,UC0196,Rustomjee Horizon,Rustomjee,tier1,P51918578,Sanpada,Navi Mumbai,mid,19.07872,72.99624,1BHK,1,440,558,40.9,19,25,north-west,2024,2025,800,under_construction,Vashi Harbour,Harbour,11,13.3,7470000,16984,89634,6.7,2021,12
U011368,2024-02-28,UC0021,Mahindra Lifespaces Palazzo,Mahindra Lifespaces,tier1,,Thane West,Thane,mid,19.22113,72.9657,2BHK,2,772,984,71.7,8,50,north-east,2024,2025,400,under_construction,Thane CR,Central Rail,55,19.58,13762000,17824,165144,9.2,2024,2
U011369,2024-10-26,UC0043,Rustomjee Celeste,Rustomjee,tier1,,Vile Parle East,Western,premium,19.10231,72.84679,3BHK,3,874,1080,81.2,12,35,south-west,2022,2027,100,ready_to_move,Vidyanagari,Line 3,35,4.34,31909000,36515,382903,9.2,2024,10
U011370,2025-01-30,UC0130,Nirmal Lifestyle Garden,Nirmal Lifestyle,tier2,P51709746,Ambernath,Thane,affordable,19.18506,73.19597,2BHK,2,667,806,62.0,14,35,south,2023,2027,100,under_construction,BKC Metro,Line 3,439,36.56,4980000,7462,59759,8.95,2025,1
U011371,2024-01-03,UC0047,Hiranandani Estate,Hiranandani,tier1,P51813945,Goregaon East,Western,mid,19.15692,72.85601,2BHK,2,678,814,63.0,5,25,west,2023,2025,400,under_construction,Dahanukarwadi,Line 2A,51,9.78,17215000,25400,206586,9.2,2024,1
U011372,2024-01-07,UC0180,Lodha The Park,Lodha,tier1,P51945657,Wadala,South Mumbai,premium,19.01605,72.84574,4BHK,4,1682,2035,156.2,11,35,south,2022,2025,400,under_construction,Shitaladevi,Line 3,22,6.52,57965000,34471,695586,9.2,2024,1
U011373,2024-05-11,UC0006,Kalpataru Royale,Kalpataru,tier1,P51762508,Sion,Central,premium,19.04937,72.87147,1BHK,1,489,591,45.5,16,25,east,2023,2028,800,ready_within_6m,BKC Metro,Line 3,27,2.3,18756000,38326,225071,9.2,2024,5
U011374,2023-10-18,UC0108,Ajmera Palazzo,Ajmera,tier2,P51940267,Walkeshwar,South Mumbai,luxury,18.96039,72.81318,4BHK,4,785,957,72.9,9,25,north-east,2024,2028,100,ready_within_6m,Mahalaxmi Metro,Line 3,36,13.57,66467000,84718,797603,9.2,2023,10
U011375,2026-04-21,UC0141,Godrej Properties Crown,Godrej Properties,tier1,P51788112,Bandra East,Western,premium,19.06612,72.83706,5BHK_penthouse,5,2634,3348,244.7,3,25,south,2024,2028,1200,under_construction,Vidyanagari,Line 3,31,3.49,108961000,41366,1307530,8.7,2026,4
U011376,2024-02-23,UC0092,Nirmal Lifestyle Avalon,Nirmal Lifestyle,tier2,P51762398,Malad East,Western,mid,19.18887,72.85726,2BHK,2,659,842,61.2,20,35,south-west,2024,2026,100,under_construction,Magathane,Line 2A,35,13.29,13461000,20424,161538,9.2,2024,2
U011377,2024-06-11,UC0060,Kanakia The Park,Kanakia,tier2,,Prabhadevi,South Mumbai,luxury,19.013,72.82359,5BHK_penthouse,5,2803,3612,260.4,24,35,west,2024,2027,100,under_construction,Acharya Atre Chowk,Line 3,11,8.0,179554000,64058,2154644,9.2,2024,6
U011378,2022-10-21,UC0026,Wadhwa Palazzo,Wadhwa,tier2,P51700661,Tardeo,South Mumbai,luxury,18.96115,72.80863,2BHK,2,634,801,58.9,22,25,south-east,2023,2027,400,ready_within_6m,Mumbai Central WR,Western Rail,27,13.72,42940000,67724,515280,8.6,2022,10
U011379,2024-10-01,UC0244,Hiranandani Skyline,Hiranandani,tier1,,Vasai,Far Western,affordable,19.40219,72.82909,2BHK,2,683,827,63.5,10,15,south-west,2023,2025,800,under_construction,Virar WR,Western Rail,83,37.19,5764000,8436,69173,9.2,2024,10
U011380,2021-04-02,UC0189,Nirmal Lifestyle Imperia,Nirmal Lifestyle,tier2,,Virar,Far Western,affordable,19.456,72.80664,3BHK,3,1021,1251,94.9,23,35,north,2022,2028,400,under_construction,Virar WR,Western Rail,10,43.43,7028000,6880,84334,6.7,2021,4
U011381,2025-11-17,UC0129,Piramal Realty Avalon,Piramal Realty,tier2,P51785105,Cuffe Parade,South Mumbai,luxury,18.91592,72.8208,3BHK,3,918,1181,85.3,29,50,south-east,2024,2026,100,under_construction,Churchgate WR,Western Rail,22,17.9,90225000,98277,1082695,8.7,2025,11
