id,date_listed,locality,region,tier,lat,lon,property_type,bedrooms,carpet_area_sqft,built_up_area_sqft,carpet_area_m2,floor,total_floors,year_built,facing,furnishing,parking,balconies,is_sra_redevelopment,builder,builder_tier,metro_station,metro_line,metro_distance_min,metro_distance_type,to_bkc_km,to_nariman_point_km,price_inr,price_per_sqft_carpet_inr,price_usd,home_loan_rate_at_listing,listing_year,listing_month,property_age,calculated_price_per_sqft,luxury_score,connectivity_score,investment_score,investment_category
S048106,2022-03-11,Kurla West,Central,mid,19.05808,72.88139,2BHK,2,517,653,48.1,5,12,2022,north,semi_furnished,1_covered,3,False,Runwal,tier2,Vidyanagari,Line 3,17,auto/bus,1.79,15.84,10477000,20250,125722,7.1,2022,3,4,20264.990328820117,0,83,37.34544716999141,Medium
S048107,2021-09-22,BKC (Bandra-Kurla),Central,luxury,19.06955,72.87879,5BHK_penthouse,5,2279,2788,211.8,7,30,2018,north,unfurnished,2_covered,3,False,JP Infra,tier2,BKC Metro,Line 3,3,walk,0.93,16.93,138915000,60944,1666982,6.7,2021,9,8,60954.36594997806,5,97,52.495998646654435,High
S048108,2024-06-13,Prabhadevi,South Mumbai,luxury,19.01921,72.82992,4BHK,4,1224,1494,113.7,4,12,2011,north,fully_furnished,open,1,False,Runwal,tier2,Worli Metro,Line 3,20,walk,7.05,10.33,64815000,52956,777779,9.2,2024,6,15,52953.43137254902,7,80,44.706628527347064,Medium
S048109,2024-04-26,Borivali East,Western,mid,19.23168,72.8735,3BHK,3,1113,1424,103.4,7,7,2012,south,unfurnished,2_covered,1,False,Dosti Realty,tier2,Borivali WR,Western Rail,4,walk,17.98,34.34,14443000,12979,173321,9.2,2024,4,14,12976.63971248877,2,96,41.66503769300007,Medium
S048110,2020-10-27,Kurla West,Central,mid,19.08632,72.8806,2BHK,2,402,504,37.4,7,12,2014,west,fully_furnished,open,2,False,Piramal Realty,tier2,Chakala,Line 1,25,auto/bus,2.13,18.75,6470000,16082,77639,6.7,2020,10,12,16094.52736318408,2,75,33.97095950540958,Medium
S048111,2026-01-27,Andheri West,Western,premium,19.14328,72.84223,3BHK,3,895,1125,83.1,34,45,2012,south-west,fully_furnished,open,1,False,JP Infra,tier2,Azad Nagar,Line 1,10,walk,8.66,24.18,38206000,42700,458466,8.7,2026,1,14,42688.26815642458,4,90,45.76617389938753,Medium
S048112,2021-11-10,Dadar East,Central,premium,19.01937,72.85701,2BHK,2,668,868,62.1,7,20,2021,north-west,semi_furnished,none,2,False,Sunteck,tier2,Siddhivinayak,Line 3,12,auto/bus,5.79,10.9,18887000,28272,226649,6.7,2021,11,5,28273.952095808385,0,88,40.907346471117705,Medium
S048113,2021-01-15,Kanjurmarg,Central,mid,19.11723,72.94572,1BHK,1,402,492,37.3,1,12,1990,south,semi_furnished,1_covered,1,False,Local Builder,local,Jogeshwari East,Line 7,37,auto/bus,9.53,24.79,3507000,8734,42083,6.7,2021,1,36,8723.880597014926,0,63,27.23194399771885,Medium
S048114,2020-01-13,Andheri East,Western,mid,19.12082,72.86052,2BHK,2,602,776,55.9,6,12,2009,west,unfurnished,open,0,False,Hiranandani,tier1,Andheri,Line 1,3,walk,5.74,21.95,10519000,17471,126232,7.85,2020,1,17,17473.421926910298,0,97,42.38926607091929,Medium
S048115,2021-02-11,Malabar Hill,South Mumbai,luxury,18.94777,72.8007,5BHK_penthouse,5,2383,2904,221.4,9,20,2013,north,unfurnished,1_covered,1,False,Local Builder,local,Mumbai Central WR,Western Rail,17,auto/bus,15.42,3.38,138869000,58280,1666433,6.7,2021,2,13,58274.863617289135,5,83,46.36320103118767,Medium
S048116,2020-08-19,Chembur,Central,mid,19.05228,72.8976,4BHK,4,1655,2092,153.8,2,12,2004,north-west,unfurnished,2_covered,1,False,Local Builder,local,Sahar Road,Line 3,32,auto/bus,3.51,16.0,19573000,11824,234874,6.7,2020,8,22,11826.586102719033,2,68,30.215890788330867,Medium
S048117,2024-04-26,Kharghar,Navi Mumbai,affordable,19.04649,73.03135,1BHK,1,478,617,44.4,2,12,2008,south,unfurnished,2_covered,1,False,Piramal Realty,tier2,Kharghar TH,Trans-Harbour,4,walk,17.16,25.59,4041000,8457,48489,9.2,2024,4,18,8453.97489539749,0,96,40.338863499133886,Medium
S048118,2020-09-18,Prabhadevi,South Mumbai,luxury,19.00815,72.81438,2BHK,2,633,801,58.8,34,45,2008,north-west,fully_furnished,none,1,False,Sunteck,tier2,Siddhivinayak,Line 3,3,walk,9.03,9.13,26102000,41258,313224,6.7,2020,9,18,41235.387045813586,5,97,48.58991124051798,Medium
S048119,2026-04-01,Vile Parle East,Western,premium,19.0856,72.84262,2BHK,2,684,835,63.6,19,20,1987,east,unfurnished,2_covered,2,False,Rustomjee,tier1,International Airport,Line 3,13,auto/bus,3.36,17.8,19689000,28779,236272,8.7,2026,4,39,28785.087719298244,0,87,40.60658978109605,Medium
S048120,2026-03-08,Virar,Far Western,affordable,19.45475,72.79888,3BHK,3,954,1195,88.6,2,7,2016,south,unfurnished,1_covered,3,False,Local Builder,local,Virar WR,Western Rail,2,walk,43.43,58.8,4200000,4403,50398,8.7,2026,3,10,4402.5157232704405,2,98,40.918695238095246,Medium
S048121,2020-03-21,Malad West,Western,mid,19.19493,72.84223,1BHK,1,451,566,41.9,3,30,2016,south,semi_furnished,open,2,False,Local Builder,local,Lower Oshiwara,Line 2A,13,auto/bus,14.19,29.91,4916000,10902,58989,7.85,2020,3,10,10900.221729490022,0,87,37.183817412530516,Medium
S048122,2022-11-21,Ghodbunder Road,Thane,mid,19.24465,72.94262,2BHK,2,505,619,46.9,30,30,2020,south-west,unfurnished,1_covered,0,False,Sunteck,tier2,Worli Metro,Line 3,127,auto/bus,20.86,37.52,4662000,9226,55947,8.6,2022,11,6,9231.683168316831,0,0,2.059700214500215,Low
S048123,2023-12-30,Goregaon East,Western,mid,19.16479,72.87188,2BHK,2,677,865,62.9,3,7,2021,south,semi_furnished,2_covered,1,False,Local Builder,local,Goregaon East,Line 7,2,walk,10.54,26.98,11316000,16718,135789,9.2,2023,12,5,16714.918759231907,0,98,42.631970448921884,Medium
S048124,2020-09-06,Kalwa,Thane,affordable,19.18287,72.98956,3BHK,3,996,1223,92.6,30,30,2000,south-west,fully_furnished,1_covered,1,False,Local Builder,local,Thane CR,Central Rail,11,auto/bus,17.76,33.41,5573000,5595,66880,6.7,2020,9,26,5595.381526104417,4,89,38.098436569172804,Medium
S048125,2024-02-26,Mazgaon,South Mumbai,premium,18.95539,72.84598,3BHK,3,954,1223,88.6,10,12,2021,north-east,fully_furnished,open,1,False,Local Builder,local,Hutatma Chowk,Line 3,24,auto/bus,12.99,3.98,28881000,30282,346574,9.2,2024,2,5,30273.584905660377,4,76,37.69102483986012,Medium
S048126,2022-11-06,Bhayandar,Western,affordable,19.29311,72.87892,1BHK,1,324,393,30.1,28,45,2020,east,unfurnished,open,2,False,Local Builder,local,Saki Naka,Line 1,92,auto/bus,24.83,41.18,2254000,6961,27048,8.6,2022,11,6,6956.79012345679,0,8,5.035855723158829,Low
S048127,2024-09-06,Goregaon West,Western,mid,19.17515,72.82615,1BHK,1,491,637,45.7,6,12,1994,north,unfurnished,1_covered,2,False,Local Builder,local,Anand Nagar,Line 2A,42,auto/bus,12.57,27.65,7209000,14670,86511,9.2,2024,9,32,14682.281059063136,0,58,26.272715494520742,Medium
S048128,2022-05-22,Vasai,Far Western,affordable,19.40236,72.82357,2BHK,2,626,798,58.1,13,20,2018,north,unfurnished,1_covered,1,False,Nirmal Lifestyle,tier2,Virar WR,Western Rail,27,auto/bus,37.28,52.91,1942000,3104,23301,7.1,2022,5,8,3102.23642172524,0,73,30.33573305870237,Medium
S048129,2026-02-14,Andheri East,Western,mid,19.11366,72.83783,2BHK,2,704,860,65.4,11,12,2021,east,unfurnished,1_covered,0,True,Wadhwa,tier2,Andheri WR,Western Rail,3,walk,5.92,20.86,12339000,17536,148073,8.7,2026,2,5,17526.988636363636,0,97,42.388243844719995,Medium
S048130,2025-01-03,Andheri East,Western,mid,19.11971,72.86393,3BHK,3,765,921,71.1,13,30,2017,north-west,fully_furnished,1_covered,2,False,Local Builder,local,Andheri WR,Western Rail,3,walk,5.56,21.9,15095000,19724,181135,8.95,2025,1,9,19732.02614379085,4,97,44.01104710168931,Medium
S048131,2023-01-06,Khar West,Western,luxury,19.06906,72.84831,4BHK,4,1582,2039,146.9,2,7,2022,east,semi_furnished,1_covered,2,False,Local Builder,local,Acharya Atre Chowk,Line 3,27,auto/bus,2.28,16.06,63715000,40283,764583,9.2,2023,1,4,40274.96839443742,5,73,38.77229489131288,Medium
S048132,2023-10-28,Malabar Hill,South Mumbai,luxury,18.95421,72.78556,3BHK,3,922,1141,85.7,3,20,2020,north,fully_furnished,2_covered,1,False,DLF,tier1,Dadar Metro,Line 3,40,auto/bus,15.64,5.06,83275000,90284,999305,9.2,2023,10,6,90319.95661605206,7,60,44.16880840588412,Medium
S048133,2024-03-24,Bhandup,Central,mid,19.13705,72.92133,3BHK,3,1084,1341,100.7,7,12,2014,south-west,unfurnished,2_covered,2,False,Local Builder,local,Belapur TH,Trans-Harbour,76,auto/bus,9.2,25.56,12172000,11231,146069,9.2,2024,3,12,11228.782287822878,2,24,12.528355767334867,Low
S048134,2023-08-15,BKC (Bandra-Kurla),Central,luxury,19.08188,72.85781,2BHK,2,722,906,67.1,8,20,2024,north-east,unfurnished,1_covered,1,False,Local Builder,local,BKC Metro,Line 3,2,walk,1.84,17.65,47884000,66324,574612,9.2,2023,8,2,66321.3296398892,3,98,53.38568380252276,High
S048135,2023-10-04,Mumbra,Thane,affordable,19.18285,73.0414,4BHK,4,1565,1900,145.4,1,12,2013,south,unfurnished,1_covered,1,False,JP Infra,tier2,Devipada,Line 2A,78,auto/bus,21.95,36.55,5662000,3617,67943,9.2,2023,10,13,3617.891373801917,2,22,10.300016036736135,Low
S048136,2024-12-24,Nariman Point,South Mumbai,luxury,18.93208,72.83034,1BHK,1,280,343,26.0,15,20,2005,east,semi_furnished,1_covered,2,False,Local Builder,local,Vidhan Bhavan,Line 3,8,walk,15.89,0.93,18423000,65798,221082,9.2,2024,12,21,65796.42857142857,3,92,50.91387997611681,High
S048137,2024-12-16,Manpada,Thane,mid,19.21352,72.98862,3BHK,3,876,1118,81.4,19,30,2022,south-east,unfurnished,1_covered,1,True,Local Builder,local,Marol Naka,Line 1,73,auto/bus,20.25,36.32,4926000,5623,59111,9.2,2024,12,4,5623.287671232877,2,27,12.727604466098253,Low
S048138,2020-09-24,Byculla,South Mumbai,premium,18.98104,72.82322,2BHK,2,751,964,69.8,4,7,2012,north-east,unfurnished,2_covered,2,False,Wadhwa,tier2,Worli Metro,Line 3,24,auto/bus,11.05,6.06,15993000,21289,191920,6.7,2020,9,14,21295.60585885486,0,76,34.720327355718126,Medium
S048139,2021-08-04,Ghatkopar East,Central,mid,19.08779,72.9386,2BHK,2,548,685,50.9,6,12,2024,north,semi_furnished,none,1,True,Sunteck,tier2,Marol Naka Metro,Line 3,26,auto/bus,7.48,21.62,5795000,10570,69538,6.7,2021,8,2,10574.817518248175,0,74,31.8865625539258,Medium
S048140,2022-03-11,Mazgaon,South Mumbai,premium,18.97736,72.86324,2BHK,2,742,927,68.9,28,30,2015,north-east,unfurnished,1_covered,1,False,Hiranandani,tier1,CSMT CR,Central Rail,20,auto/bus,10.33,7.02,19251000,25956,231016,7.1,2022,3,11,25944.743935309973,0,80,37.24314535348813,Medium
S048141,2020-11-03,Oshiwara,Western,premium,19.15231,72.81638,2BHK,2,725,941,67.3,15,20,2011,south-east,semi_furnished,2_covered,2,False,Rustomjee,tier1,D N Nagar,Line 1,19,auto/bus,10.75,25.12,13405000,18495,160858,6.7,2020,11,15,18489.655172413793,0,81,36.17359903021261,Medium
S048142,2021-05-05,Lower Parel,South Mumbai,premium,18.99568,72.84693,3BHK,3,892,1157,82.9,2,12,2004,north-east,semi_furnished,1_covered,1,False,Mahindra Lifespaces,tier1,Siddhivinayak,Line 3,16,auto/bus,8.61,8.07,42617000,47760,511405,6.7,2021,5,22,47776.90582959641,2,84,43.77546481451064,Medium
S048143,2023-01-31,Tardeo,South Mumbai,luxury,18.97675,72.81457,2BHK,2,593,729,55.1,18,30,2018,north-east,unfurnished,1_covered,2,False,Ajmera,tier2,Siddhivinayak,Line 3,25,auto/bus,11.89,5.67,34631000,58397,415571,9.2,2023,1,8,58399.66273187184,3,75,42.608275862666396,Medium
S048144,2020-05-26,Sanpada,Navi Mumbai,mid,19.06866,72.98998,2BHK,2,745,935,69.2,2,12,2012,north-west,unfurnished,1_covered,1,False,Local Builder,local,Vashi Harbour,Harbour,17,walk,12.61,23.57,5555000,7457,66665,6.7,2020,5,14,7456.375838926175,0,83,34.87141800180018,Medium
S048145,2020-03-11,Mira Road,Western,affordable,19.29314,72.87327,2BHK,2,730,926,67.9,20,30,2021,north,unfurnished,1_covered,1,False,Local Builder,local,Kurar,Line 7,58,auto/bus,24.81,41.1,4592000,6286,55100,7.85,2020,3,5,6290.41095890411,0,42,18.274970034843207,Low
S048146,2022-07-03,Mira Road,Western,affordable,19.30345,72.86343,2BHK,2,614,787,57.0,9,30,1989,south,fully_furnished,none,1,False,Local Builder,local,Magathane,Line 2A,41,auto/bus,25.97,42.12,4094000,6670,49125,8.6,2022,7,37,6667.7524429967425,2,59,25.77825989252565,Medium
S048147,2023-09-13,Bhayandar,Western,affordable,19.29645,72.84261,3BHK,3,963,1186,89.4,3,12,2007,south-west,unfurnished,open,2,False,JP Infra,tier2,Borivali East,Line 2A,33,auto/bus,25.34,41.18,6206000,6446,74475,9.2,2023,9,19,6444.444444444444,2,67,28.850334386077993,Medium
S048148,2022-04-05,Virar,Far Western,affordable,19.45027,72.82086,2BHK,2,637,793,59.2,9,12,2016,north-west,unfurnished,2_covered,2,False,Local Builder,local,Virar WR,Western Rail,2,walk,42.6,58.24,2325000,3649,27901,7.1,2022,4,10,3649.921507064364,0,98,40.35990752688172,Medium
S048149,2023-02-12,Worli,South Mumbai,luxury,19.00636,72.79418,5BHK_penthouse,5,2826,3426,262.5,6,12,2007,west,unfurnished,2_covered,3,False,Local Builder,local,Worli Metro,Line 3,4,walk,10.66,9.41,146587000,51873,1759044,9.2,2023,2,19,51870.84217975938,5,96,50.281421887343356,High
S048150,2021-04-28,Kalyan,Thane,affordable,19.25288,73.12542,3BHK,3,950,1217,88.3,15,30,2024,north,unfurnished,1_covered,1,False,Local Builder,local,Kalyan CR,Central Rail,2,walk,33.66,48.19,4088000,4302,49061,6.7,2021,4,2,4303.1578947368425,2,98,40.90501839530333,Medium
S048151,2024-03-20,Lower Parel,South Mumbai,premium,18.99932,72.80674,3BHK,3,893,1120,83.0,26,30,2021,south-west,unfurnished,1_covered,1,False,Lodha,tier1,Shitaladevi,Line 3,19,auto/bus,10.3,8.29,41476000,46427,497711,9.2,2024,3,5,46445.68868980963,2,81,42.30951032886489,Medium
S048152,2026-04-04,Vasai,Far Western,affordable,19.39175,72.84259,4BHK,4,1306,1569,121.3,5,12,2008,north,unfurnished,open,1,False,Local Builder,local,Virar WR,Western Rail,32,auto/bus,35.89,51.77,5129000,3927,61548,8.7,2026,4,18,3927.258805513017,2,68,28.780369779684154,Medium
S048153,2022-07-30,Kandivali West,Western,mid,19.2019,72.85278,2BHK,2,648,805,60.2,20,20,2014,south-west,unfurnished,1_covered,0,False,Local Builder,local,Devipada,Line 2A,16,walk,14.78,30.77,9099000,14050,109189,8.6,2022,7,12,14041.666666666666,0,84,36.519902187053525,Medium
S048154,2023-06-21,Byculla,South Mumbai,premium,18.97303,72.8661,2BHK,2,425,544,39.5,16,20,2016,east,unfurnished,2_covered,1,False,Local Builder,local,Girgaon,Line 3,16,auto/bus,10.79,6.83,14170000,33344,170039,9.2,2023,6,10,33341.17647058824,0,84,40.33937163020466,Medium
S048155,2025-09-20,Santacruz East,Western,premium,19.07975,72.8484,5BHK_penthouse,5,2027,2517,188.3,12,20,1995,south-east,unfurnished,none,1,False,Godrej Properties,tier1,Azad Nagar,Line 1,30,auto/bus,2.52,17.24,59082000,29142,708985,8.7,2025,9,31,29147.508633448448,2,70,34.44532562878711,Medium
S048156,2026-02-24,Badlapur,Thane,affordable,19.16918,73.23673,1BHK,1,381,465,35.4,15,45,1999,west,unfurnished,1_covered,1,False,Dosti Realty,tier2,Shitaladevi,Line 3,183,auto/bus,40.08,51.12,1537000,4029,18441,8.7,2026,2,27,4034.1207349081365,0,0,1.4564180871828238,Low
S048157,2025-11-22,Thane West,Thane,mid,19.21847,72.96079,2BHK,2,605,731,56.2,20,20,2012,north-east,semi_furnished,open,1,False,Dosti Realty,tier2,Marol Naka,Line 1,71,auto/bus,19.07,35.52,10020000,16556,120242,8.7,2025,11,14,16561.98347107438,0,29,15.011000399201597,Low
S048158,2025-01-09,Airoli,Navi Mumbai,mid,19.15427,72.9785,3BHK,3,1038,1316,96.5,10,20,1997,east,fully_furnished,1_covered,2,False,Local Builder,local,Mogra,Line 7,70,auto/bus,14.76,30.1,7096000,6835,85157,8.95,2025,1,29,6836.223506743738,4,30,14.707924464487036,Low
S048159,2020-05-21,Ambernath,Thane,affordable,19.19032,73.20239,1BHK,1,382,462,35.5,3,7,2017,south-east,unfurnished,open,2,False,Local Builder,local,Borivali East,Line 2A,142,auto/bus,37.39,49.44,949000,2484,11383,6.7,2020,5,9,2484.2931937172775,0,0,1.550540779768177,Low
S048160,2023-09-18,Dombivli,Thane,affordable,19.21585,73.08715,1BHK,1,410,498,38.0,20,20,2016,north-west,unfurnished,1_covered,0,False,Nirmal Lifestyle,tier2,Gundavali,Line 7,112,auto/bus,27.99,42.45,2252000,5499,27025,9.2,2023,9,10,5492.682926829269,0,0,1.5438497335701598,Low
S048161,2025-09-19,Thane West,Thane,mid,19.21416,72.98134,2BHK,2,643,801,59.8,6,7,2024,north-east,unfurnished,1_covered,1,False,Nirmal Lifestyle,tier2,Kurla CR,Central Rail,81,auto/bus,19.84,36.02,7638000,11872,91660,8.7,2025,9,2,11878.693623639192,0,19,10.105324325739723,Low
S048162,2025-12-02,Byculla,South Mumbai,premium,18.9734,72.84517,2BHK,2,623,755,57.9,2,7,2020,east,unfurnished,open,1,False,Oberoi Realty,tier1,Shitaladevi,Line 3,27,auto/bus,11.05,5.68,20031000,32144,240373,8.7,2025,12,6,32152.487961476727,0,73,35.6787226199391,Medium
S048163,2025-08-08,Bhayandar,Western,affordable,19.29676,72.86359,3BHK,3,936,1175,87.0,5,45,2023,north,unfurnished,1_covered,3,True,Kanakia,tier2,Magathane,Line 2A,45,auto/bus,25.22,41.38,5113000,5463,61357,8.7,2025,8,3,5462.606837606838,2,55,23.88817989438686,Medium
S048164,2023-12-07,Matunga,Central,premium,19.01876,72.8281,2BHK,2,679,876,63.1,4,30,2009,west,fully_furnished,2_covered,1,False,Rustomjee,tier1,Ghatkopar CR,Central Rail,40,auto/bus,7.2,10.27,19840000,29226,238083,9.2,2023,12,17,29219.440353460974,2,60,30.49560322580645,Medium
S048165,2022-01-22,Breach Candy,South Mumbai,luxury,18.96548,72.79229,2BHK,2,645,805,59.9,6,12,2015,south-east,unfurnished,1_covered,0,False,Hiranandani,tier1,Grant Road Metro,Line 3,20,walk,14.21,5.45,45589000,70730,547074,7.1,2022,1,11,70680.62015503876,3,80,47.067935115927085,Medium
S048166,2023-10-18,Tardeo,South Mumbai,luxury,18.9656,72.79293,3BHK,3,1028,1261,95.5,26,45,2019,north-east,semi_furnished,open,3,False,Mahindra Lifespaces,tier1,Santacruz Metro,Line 3,60,auto/bus,14.16,5.42,60735000,59100,728815,9.2,2023,10,7,59080.7392996109,5,40,29.336464970774678,Medium
S048167,2022-12-16,Lower Parel,South Mumbai,premium,19.00374,72.83204,4BHK,4,1470,1871,136.6,8,45,2022,south,unfurnished,1_covered,2,False,Piramal Realty,tier2,Worli Metro,Line 3,14,auto/bus,8.38,8.63,58502000,39793,702019,8.6,2022,12,4,39797.27891156462,2,86,42.97569343270316,Medium
S048168,2023-01-05,Byculla,South Mumbai,premium,18.96459,72.84546,2BHK,2,791,1025,73.5,17,45,2022,west,unfurnished,1_covered,2,False,Local Builder,local,Mahalaxmi Metro,Line 3,13,auto/bus,12.0,4.81,21949000,27742,263386,9.2,2023,1,4,27748.41972187105,0,87,40.39396016219418,Medium
S048169,2026-02-14,Bandra West,Western,luxury,19.05815,72.83506,3BHK,3,984,1230,91.4,8,20,2008,north-east,unfurnished,2_covered,1,False,Local Builder,local,Bandra WR,Western Rail,19,walk,3.9,14.69,57425000,58344,689102,8.7,2026,2,18,58358.739837398374,5,81,45.586214018284714,Medium
S048170,2021-06-26,Naigaon,Far Western,affordable,19.34868,72.83206,2BHK,2,879,1128,81.6,7,12,2010,north,semi_furnished,open,1,False,Sunteck,tier2,Lower Oshiwara,Line 2A,89,auto/bus,31.24,46.95,3213000,3658,38562,6.7,2021,6,16,3655.2901023890786,0,11,5.442835605353253,Low
S048171,2025-06-26,Ghatkopar West,Central,mid,19.09814,72.91009,3BHK,3,1051,1310,97.7,4,12,2016,south-east,semi_furnished,1_covered,2,False,Local Builder,local,Ghatkopar CR,Central Rail,2,walk,5.25,21.14,20103000,19121,241241,8.95,2025,6,10,19127.497621313036,2,98,43.67394381933045,Medium
S048172,2026-02-18,Kurla West,Central,mid,19.06353,72.87152,2BHK,2,698,863,64.9,4,7,1994,south-east,fully_furnished,2_covered,1,False,Godrej Properties,tier1,International Airport,Line 3,17,auto/bus,0.74,16.04,18568000,26592,222821,8.7,2026,2,32,26601.71919770774,2,83,39.17225609651013,Medium
S048173,2021-06-11,Vasai,Far Western,affordable,19.39965,72.8287,5BHK_penthouse,5,2333,2892,216.7,4,20,2022,west,unfurnished,2_covered,1,False,JP Infra,tier2,Aarey,Line 7,123,auto/bus,36.91,52.61,8347000,3578,100159,6.7,2021,6,4,3577.7968281183025,2,0,1.4354035222235533,Low
S048174,2020-09-03,BKC (Bandra-Kurla),Central,luxury,19.07262,72.88627,3BHK,3,761,920,70.7,3,12,2009,west,unfurnished,1_covered,1,False,Local Builder,local,International Airport,Line 3,16,auto/bus,1.73,17.53,27687000,36388,332248,6.7,2020,9,17,36382.39159001314,5,84,42.41371803373424,Medium
S048175,2025-12-24,Mira Road,Western,affordable,19.29856,72.86142,3BHK,3,964,1232,89.5,2,7,2006,south-west,semi_furnished,1_covered,1,False,Local Builder,local,Mogra,Line 7,78,auto/bus,25.43,41.56,8667000,8993,104002,8.7,2025,12,20,8990.663900414938,2,22,11.313980177685474,Low
S048176,2021-03-09,Nariman Point,South Mumbai,luxury,18.93354,72.84495,1BHK,1,307,395,28.5,1,12,1989,east,fully_furnished,open,2,False,Rustomjee,tier1,Churchgate WR,Western Rail,12,walk,15.4,2.37,17633000,57516,211593,6.7,2021,3,37,57436.48208469056,5,88,48.25991184710486,Medium
S048177,2020-07-19,Borivali East,Western,mid,19.22921,72.86634,2BHK,2,714,927,66.4,14,20,2020,north,unfurnished,1_covered,1,True,Piramal Realty,tier2,Borivali East,Line 2A,3,walk,17.71,33.96,4538000,6354,54459,6.7,2020,7,6,6355.742296918767,0,97,40.29116139268401,Medium
S048178,2024-08-29,BKC (Bandra-Kurla),Central,luxury,19.06508,72.86741,5BHK_penthouse,5,3387,4181,314.7,6,30,2007,north,semi_furnished,none,2,False,Local Builder,local,Ghatkopar CR,Central Rail,22,auto/bus,0.61,16.08,198231000,58524,2378776,9.2,2024,8,19,58527.01505757307,5,78,44.4098446196609,Medium
S048179,2021-10-23,Sewri,South Mumbai,premium,18.99196,72.86139,4BHK,4,1421,1785,132.0,29,45,2024,north,semi_furnished,2_covered,1,False,Marathon,tier2,Dharavi,Line 3,29,auto/bus,8.72,8.29,34634000,24371,415605,6.7,2021,10,2,24372.976776917665,2,71,33.90307336143674,Medium
S048180,2024-03-18,Kandivali West,Western,mid,19.20515,72.85561,3BHK,3,907,1161,84.2,1,45,2016,north-east,unfurnished,1_covered,2,False,JP Infra,tier2,Rashtriya Udyan,Line 2A,17,walk,15.1,31.17,14718000,16230,176612,9.2,2024,3,10,16227.122381477398,2,83,37.113944014132365,Medium
S048181,2022-04-19,Breach Candy,South Mumbai,luxury,18.96112,72.81173,4BHK,4,1573,1954,146.2,11,20,2013,south-west,unfurnished,1_covered,0,False,Local Builder,local,Worli Metro,Line 3,23,auto/bus,13.57,4.05,88144000,56018,1057731,7.1,2022,4,13,56035.60076287349,5,77,43.51494507170085,Medium
S048182,2025-02-05,Ghansoli,Navi Mumbai,mid,19.12126,72.99066,4BHK,4,1553,1966,144.3,13,20,2023,north-east,semi_furnished,open,2,False,Local Builder,local,International Airport,Line 3,63,auto/bus,13.9,27.88,14089000,9071,169065,8.95,2025,2,3,9072.118480360592,2,37,17.28517735822273,Low
